Phrase,Intent
Can you help me find a flight?,INFORM
I'd like to leave on Monday next week to LAX and get back on the 14th of this month.,INFORM
"There's two people with me and we're leaving from Atlanta. If possible, I prefer Delta Airlines.",INFORM
Are tickets refundable? When does the flight arrive?,REQUEST
That sounds great.,AFFIRM
That sounds great.,SELECT
That sounds great.,INFORM
"No, thank you. That'll be all.",NEGATE
"No, thank you. That'll be all.",THANK_YOU
"No, thank you. That'll be all.",GOODBYE
Can you help me search for some flights?,INFORM
"I'd like to leave next Wednesday on a flight to Phoenix, AZ and return on the 13th of this month.",INFORM
"If possible, American Airlines since I'll be leaving from London.",INFORM
Are tickets refundable? And where does the flight depart from?,REQUEST
"That sounds great, this will be a short trip. Can you buy tickets for the flight?",SELECT
"That sounds great, this will be a short trip. Can you buy tickets for the flight?",INFORM
Incorrect. There will be 3 people with me total.,NEGATE
Incorrect. There will be 3 people with me total.,INFORM
"Yes, that is correct. Where does the flight arrive?",AFFIRM
"Yes, that is correct. Where does the flight arrive?",REQUEST
When do the returning and onward flights arrive?,REQUEST
Excellent. Thank you so much for all of your help.,THANK_YOU
Excellent. Thank you so much for all of your help.,GOODBYE
Could you check flights for me with American Airlines?,INFORM
I am leaving from Philly to Chicago and I would like to return on 14th of this month.,INFORM
The 9th of this month and I prefer to travel Economy.,INFORM
Ok is the ticket refundable?,REQUEST
At what time does my onward and return flights arrive?,REQUEST
That all sounds good.,SELECT
Yes please.,AFFIRM
Yes that is all corrct. Which airport do I arrive at and does the flight have any stops.,AFFIRM
Yes that is all corrct. Which airport do I arrive at and does the flight have any stops.,REQUEST
That is everything thank you.,THANK_YOU
That is everything thank you.,GOODBYE
can you search flights for me? i am travelling to los angeles,INFORM
i want to get back on 11th of march and wish to traveling in economy class,INFORM
i ama leaving from philadelphia,INFORM
i am leaving on march 6th,INFORM
that flight sounds good to me,SELECT
yes i would like to book the ticket,AFFIRM
yes that sounds good.which airport does the flight arrive?,AFFIRM
yes that sounds good.which airport does the flight arrive?,REQUEST
thanks for your help,THANK_YOU
no thanks for your help,NEGATE
no thanks for your help,THANK_YOU
Will you search some flights for me?,INFORM
I'll return on the 9th. I am departing from Chicago on March 4th.,INFORM
I'm going to Mexico City.,INFORM
Is anything else available? I prefer something in Premium Economy.,REQUEST_ALTS
Is anything else available? I prefer something in Premium Economy.,INFORM
What time does the return flight arrive and which airport does it depart from?,REQUEST
That flight works for me.,SELECT
"Yes, please. I want to reserve the ticket, and I have 2 people in my group.",AFFIRM
"Yes, please. I want to reserve the ticket, and I have 2 people in my group.",INFORM
That's right. What time does the outgoing flight arrive? And are there 0 stops on the flight?,AFFIRM
That's right. What time does the outgoing flight arrive? And are there 0 stops on the flight?,REQUEST
"Great, thanks very much. That will be all.",THANK_YOU
"Great, thanks very much. That will be all.",GOODBYE
I want you to find a flight for me.,INFORM
I'm going later today and leaving from San Fran. I need to be back on 4th of this month.,INFORM
Atlanta. I prefer economy class.,INFORM
What airport does that flight go to? And what airport does it leave from?,REQUEST
Perfect. Can you buy the ticket for this trip?,SELECT
Perfect. Can you buy the ticket for this trip?,INFORM
Sounds great. Is is refundable? And when do I arrive in Atlanta?,AFFIRM
Sounds great. Is is refundable? And when do I arrive in Atlanta?,REQUEST
Thanks.,THANK_YOU
Thanks.,GOODBYE
"Help me to find flights, please.",INFORM
I plan to be back on 14th of March.,INFORM
I will go to Los Angeles.,INFORM
"I will be leaving from Vancouver, BC plans to travel on economy. I will be leaving on 6th of March.",INFORM
Are there any other flights available?,REQUEST_ALTS
Are there any other flights available?,INFORM
"That sounds good, can you help me buy the ticket?",SELECT
"That sounds good, can you help me buy the ticket?",INFORM
"No, please book for two persons.",NEGATE
"No, please book for two persons.",INFORM
Thank you!,THANK_YOU
Thank you!,GOODBYE
Can you find a flight for me?,INFORM
On the 13th of March.,INFORM
"I am departing from SD. I may change my plans, so I want refundable tickets only.",INFORM
Going to LA. I want Economy tickets and I am leaving on March 8th.,INFORM
When will my return flight arrive?,REQUEST
Sound good to me.,SELECT
"Yes, please book 4 tickets.",AFFIRM
"Yes, please book 4 tickets.",INFORM
That works.,AFFIRM
That works.,SELECT
"No, thanks.",NEGATE
"No, thanks.",THANK_YOU
Can you find me some flights?,INFORM
"I want to head to Phoenix, AZ today, and hopefully return on March 7th.",INFORM
From ATL airport.,INFORM
"Is there anything else available? I want to leave from Seattle, WA.",REQUEST_ALTS
"Is there anything else available? I want to leave from Seattle, WA.",INFORM
Is it refundable?,REQUEST
"Alright, that works.",SELECT
Yep. that's good. When do the return and onward flights arrive?,AFFIRM
Yep. that's good. When do the return and onward flights arrive?,REQUEST
Thanks for the help. That's all for now.,THANK_YOU
Thanks for the help. That's all for now.,GOODBYE
I'm looking for some flights.,INFORM
"I am going to Nairobi, Kenya. I am going from Philadelphia.",INFORM
"I want to come back on 10th of March. And, I am leaving on 5th of this month.",INFORM
That sounds perfect to me. Can you buy flight tickets?,SELECT
That sounds perfect to me. Can you buy flight tickets?,INFORM
Yes that is perfect.,AFFIRM
Thanks for your assistance.,THANK_YOU
New York.,INFORM
"I am going to Chi-town, looking to return on the 11th of this month and I prefer Delta Airlines.",INFORM
The 1st of this month.,INFORM
Which airport does it depart from? Does the flight have 1 stop?,REQUEST
"Yes, please do. I prefer Economy.",AFFIRM
"Yes, please do. I prefer Economy.",INFORM
"Yes, that works. Is the ticket refundable?",AFFIRM
"Yes, that works. Is the ticket refundable?",REQUEST
Thanks. That's all I needed.,THANK_YOU
Thanks. That's all I needed.,GOODBYE
"I'm looking for a flight, can you search for me?",INFORM
I would like to be back on the 9th of this month. I want to leave on the 2nd.,INFORM
I'm going to San Francisco.,INFORM
I want to fly American Airlines. I'm departing from Seattle.,INFORM
Is it a zero stop flight and what time does the flight arrive at the destination?,REQUEST
That will work. Can you assist me in purchasing an Economy ticket?,SELECT
That will work. Can you assist me in purchasing an Economy ticket?,INFORM
Yes everything is right.,AFFIRM
Thank you very much,THANK_YOU
Thank you very much,GOODBYE
Can you search flights for me? I am leaving from the LAX.,INFORM
"I am traveling to Portland, OR. There are two people in my group.",INFORM
I want to get back on the 8th. I am leaving on March 4th.,INFORM
The flight sounds good to me.,SELECT
Yes I would like to book the ticket.,AFFIRM
Yes that sounds good. Which airport does the flight depart from?,AFFIRM
Yes that sounds good. Which airport does the flight depart from?,REQUEST
No. Thanks for your help.,NEGATE
No. Thanks for your help.,THANK_YOU
Will you please help me find flights?,INFORM
On the 8th.,INFORM
"I'm leaving from SD on the 1st and want to travel to Sydney, NSW.",INFORM
Please let me know if this flight has zero stops and when does the onward flight arrive?,REQUEST
"Awesome, thanks.",SELECT
"Awesome, thanks.",THANK_YOU
"Perfect, thanks.",AFFIRM
"Perfect, thanks.",SELECT
"Wonderful, thanks for your help. That's all for now.",THANK_YOU
"Wonderful, thanks for your help. That's all for now.",GOODBYE
I need airline tickets.,INFORM
"I'm planning on leaving the 2nd of this month from Seattle, Wa and returning the 11th of March.",INFORM
"Phoenix, AZ, Economy class.",INFORM
That's perfect.,AFFIRM
That's perfect.,SELECT
I need airline tickets for three.,INFORM
You are the best help.,THANK_YOU
No but thanks.,NEGATE
No but thanks.,THANK_YOU
"I need to fly from LAX, please find a flight",INFORM
I'm going to Philadelphia and need to be back on the 13th of March,INFORM
"I want to return on the 6th of this month, and I am leaving on the 2nd of March. There will be 3 of us in total.",INFORM
"When does the onward flight get in, and to which airport?",REQUEST
"That's good, can you help me buy tickets?",SELECT
"That's good, can you help me buy tickets?",INFORM
When does my return arrive and from which airport am I leaving?,AFFIRM
When does my return arrive and from which airport am I leaving?,REQUEST
Thank you,THANK_YOU
Thank you,GOODBYE
No thanks.,NEGATE
No thanks.,THANK_YOU
"I would like to travel to Phoenix, AZ. Would you search available flights for me?",INFORM
I will fly out from Ciudad de Mexico.,INFORM
I am leaving on the 3rd.,INFORM
I would like to leave San Fran and be home next Friday.,INFORM
Where does the flight leave from?,REQUEST
I plan to be there for a short time and that flight sounds very good. Will you help me buy tickets?,SELECT
I plan to be there for a short time and that flight sounds very good. Will you help me buy tickets?,INFORM
Everything sounds good; when does the flight arrive in San Francisco?,AFFIRM
Everything sounds good; when does the flight arrive in San Francisco?,REQUEST
Can you search for a flight for me?,INFORM
Friday next week I want to fly from SF to Los Angeles.,INFORM
March 11th please.,INFORM
Yes please book it.,AFFIRM
"No, I want Premium Economy.",NEGATE
"No, I want Premium Economy.",INFORM
"Yes, good. What time do I arrive in Los Angeles and at which airport?",AFFIRM
"Yes, good. What time do I arrive in Los Angeles and at which airport?",REQUEST
"Thanks, that's all I needed.",THANK_YOU
"Thanks, that's all I needed.",GOODBYE
"I want to go to London, England. Can you find me a flight?",INFORM
March 14th will be my due date.,INFORM
I want to leave on March 5th out of Philadelphia.,INFORM
Can you find something else?,REQUEST_ALTS
Can you find something else for three people?,REQUEST_ALTS
Can you find something else for three people?,INFORM
That sounds great. Can you find me Economy tickets for my short trip?,SELECT
That sounds great. Can you find me Economy tickets for my short trip?,INFORM
"Yes, that is right. What airport does the return flight depart from?",AFFIRM
"Yes, that is right. What airport does the return flight depart from?",REQUEST
"No, that is all. Thanks.",NEGATE
"No, that is all. Thanks.",THANK_YOU
i am looking for Economy class flights?,INFORM
I am traveling to Portland.,INFORM
I am leaving on the 7th and returning of 10th of this month.,INFORM
"i am leaving from Vancouver, BC and would prefer United Airlines.",INFORM
When will my return flight arrives?,REQUEST
that's great for me. I am planning to go for a short trio. Can you please help me to book the flight tickets for four people in my group?,SELECT
