hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
Beau Rivage Resort & Casino,"875 Beach Boulevard, Biloxi, MS 39530, USA","Sophisticated waterfront resort with a casino, an outdoor pool, several bars & restaurants & a spa.","Beau Rivage is an upscale waterfront resort and casino. It has an outdoor pool overlooking the Gulf, several bars and restaurants, a full service spa, and live entertainment.",feels_elegant | has_casino | feels_chic | has_restaurant | has_bar_onsite | has_spa | has_swimming_pool_outdoor | feels_upscale | waterfront_lodging | is_hotel_type
Bedford Hotel & Congress Centre,unknown," Upscale pick with a high-end restaurant Featuring parquet floors, the muted, contemporary rooms come with flat-screen TVs and minifridges. ",This hotel includes parquet floors and contemporary rooms that have flat-screen TVs and miniature fridges. There is also a high-end restaurant inside the hotel.,feels_contemporary | has_minifridge_in_rooms | feels_upscale | feels_modern
Bedford Hotel & Congress Centre,unknown," Upscale pick with a high-end restaurant Featuring parquet floors, the muted, contemporary rooms come with flat-screen TVs and minifridges","This is an upscale hotel and restaurant. They have parquet floors, and the rooms are muted and contemporary. Rooms also have flat-screen TVs and minifridges.",feels_contemporary | has_minifridge_in_rooms | feels_upscale | feels_modern
Bedford Hotel & Congress Centre,unknown," Sophisticated venue with casual & high-end restaurants & a piano bar, plus free breakfast.",This is a sophisticated hotel with both upscale and casual restaurants and a piano bar. It also includes free breakfast. ,feels_elegant | feels_upscale | feels_chic | feels_casual | has_restaurant | has_bar_onsite | has_free_breakfast
Belmond Copacabana Palace,unknown,"""Warm rooms & suites, plus an outdoor pool, a spa & restaurants serving Italian & pan-Asian fare.""",This hotel has different rooms or suites plus an outdoor pool and spa. There are attached Italian and Asian restaurants.,None
Belmond Copacabana Palace,unknown,"Warm rooms & suites, plus an outdoor pool, a spa & restaurants serving Italian & pan-Asian fare.","Nice rooms with a pool, location restaurants, and spa included with cool decorations.",None
Belmond Copacabana Palace,unknown,"Warm rooms & suites, plus an outdoor pool, a spa & restaurants serving Italian & pan-Asian fare.","This hotel offers warm rooms and suites, with an outdoor pool. There is also a spa available, and restaurants serving Italian and pan-Asian fare.",None
Belvedere Hotel,"319 West 48th Street, New York, NY 10036, USA","Elegant option with Brazilian dining Traditionally decorated guest rooms have kitchenettes, WiFi (fee) and HD cable TV; executive rooms add marble floors and free WiFi.","This upscale hotel offers traditionally decorated guest rooms with kitchenettes. Wi-fi is available for a fee, but HD cable TV is included. Upgrade to an executive room for marble floors and free Wi-Fi.",None
Belvedere Hotel,"319 West 48th Street, New York, NY 10036, USA","1920s-era hotel offering elegant rooms with modern touches, plus a 24-hour gym & Brazilian eatery",This hotel was built in the 1920s. It has elegant rooms with modern touches. The hotel has a 24-hour gym and a Brazilian restaurant.,None
Belvedere Hotel,"319 West 48th Street, New York, NY 10036, USA","Traditionally decorated guest rooms have kitchenettes, WiFi (fee) and HD cable TV; executive rooms add marble floors and free WiFi.","The Belvedere hotel features traditional rooms with kitchenettes, free WiFi, and cable TV. Executive rooms have marble floors.",None
Berlin Marriott Hotel,unknown,"Modern pick with a steakhouse & a pool Within a 2-minute walk of Potsdamer Platz square and its U-Bahn/S-Bahn station, this sleek hotel is also an 8-minute walk from the Berlin Wall Memorial.","This modern hotel has a steakhouse and pool.  it is only 2 mins to Potsdamer Platz Square.  Even better, it is an 8 minute walk to the Memorial at the Berlin Wall. ",feels_contemporary | is_streamlined | feels_modern
Berlin Marriott Hotel,unknown,"Featuring soundproof, floor-to-ceiling windows, the contemporary rooms offer flat-screen TVs and paid Wi-Fi, plus minibars and desks.","This hotel feature modern rooms with soundproof and windows from floor to ceiling. And also, it has flat-screen TVs, wifi with fee, minibars and desks.",None
Berlin Marriott Hotel,unknown,"Upgraded rooms add evening turndown service, while club level rooms and suites offer freebies like Wi-Fi and access to a lounge for breakfast and drinks. ",There are upgrades you can get at the Berlin Marriott Hotel. These include things like wi-fi and a lounge where you can have breakfast and drinks. There is also an evening turndown service available.,has_club_level_or_floor | is_room_type | has_turndown_service | has_rooms_upgraded
Best Western Grant Park Hotel,"1100 S Michigan Ave, Chicago, IL 60605, USA","Relaxed quarters & a seasonal outdoor pool, plus an Asian/Italian restaurant with a wine bar.",The hotel provides relaxed rooms as well as a seasonal outdoor pool. There is also a restaurant which serves Asian and Italian food and features a wine bar.,None
Best Western Grant Park Hotel,"1100 S Michigan Ave, Chicago, IL 60605, USA"," Relaxed quarters & a seasonal outdoor pool, plus an Asian/Italian restaurant with a wine bar.","Laid back rooms as well as seasonal pool, asian and italian dining options as well as a wine bar.",None
Best Western Grant Park Hotel,"1100 S Michigan Ave, Chicago, IL 60605, USA","Across the road from Grant Park in downtown Chicago, this straightforward hotel is a 14-minute walk from Field Museum of Natural History.",This hotel is a short walk from the Field Museum of Natural History and is across the street from Grant Park. ,None
Best Western Key Ambassador Resort Inn,"3755 S Roosevelt Blvd, Key West, FL 33040, USA",Key West International Airport is 0.5 miles from this Caribbean-style beachfront hotel.,Best Western Key Ambassador is conveniently located just 0.5 miles away from Key West International Airport. ,waterfront_lodging
Best Western Key Ambassador Resort Inn,"3755 S Roosevelt Blvd, Key West, FL 33040, USA",Key West International Airport is 0.5 miles from this Caribbean-style beachfront hotel,You might be tempted to miss your flight because of the views from the beachfront best western key ambassador resort inn even though it's only a half mile from the key west international airport.,waterfront_lodging
Best Western Key Ambassador Resort Inn,"3755 S Roosevelt Blvd, Key West, FL 33040, USA","Bright hotel featuring rooms with beach or pool views, plus a free airport shuttle & breakfast.",This is a bright hotel that has rooms with either a beach or pool view. There is also a free airport shuttle and free breakfast. ,is_colorful
Best Western Orlando Gateway Hotel,"7299 Universal Blvd, Orlando, FL 32819, USA"," Informal option with heated outdoor pool This functional hotel overlooking Wet 'n Wild water park is 1.3 miles from Universal Orlando and 7.4 miles from Walt Disney World®. All rooms have free WiFi, flat-screen TVs, minifridges, microwaves and coffeemakers.","There is an outdoor heated pool as well as a wet bar.  There is also Wet 'n Wild Waterpark within 1.3 miles from Universal Orlando and 7.4 to Disney World.  Rooms have flat screen TVs, microwaves, coffeemakers and mini-fridges.",has_coffee_in_rooms | has_wi_fi_free | feels_casual | feels_modest | has_microwave_in_rooms | has_swimming_pool_outdoor | has_minifridge_in_rooms
Best Western Orlando Gateway Hotel,"7299 Universal Blvd, Orlando, FL 32819, USA","There's a free shuttle to Universal Orlando and SeaWorld, plus privileges like discounts and early admission to some attractions.","This hotel offers a choice access to nearby attractions, with the most noticeable being SeaWorld and Universal Orlando easily accessed by the free shuttle. The hotel also offers certain discounts and early admission to certain attractions.",None
Best Western Orlando Gateway Hotel,"7299 Universal Blvd, Orlando, FL 32819, USA"," All rooms have free WiFi, flat-screen TVs, minifridges, microwaves and coffeemakers.","The Best Western Orlando Gateway Hotel offers free wifi, flat screen tvs, minifridges, microwaves and coffeemakers in all rooms",None
Best Western Plus Academy Plaza Hotel,unknown,"Warm, contemporary rooms feature free WiFi and flat-screen TVs, as well as work desks, laptop safes, and tea and coffeemaking facilities.","This hotel features modern rooms that include free Wifi and flat screen tvs.  Also included are work desks, laptop safes and an area to make tea and coffee.",feels_contemporary | has_coffee_in_rooms | has_desk_in_rooms | has_wi_fi_free | feels_modern | has_safe_in_room
Best Western Plus Academy Plaza Hotel,unknown,"A block from the city centre's vibrant O'Connell Street, this relaxed hotel is an 11-minute walk from Trinity College and a 13-minute walk from the Temple Bar nightlife district.","It's only a block from the vibrant O'Connell Street, and only an 11 minute walk to Trinity College. For nightlife there's a quick 13 minute walk to the Temple Bar.",feels_casual | feels_relaxing | has_bar_onsite
Best Western Plus Academy Plaza Hotel,unknown," Warm, contemporary rooms feature free WiFi and flat-screen TVs, as well as work desks, laptop safes, and tea and coffeemaking facilities.","The warm, conteemporary  rooms offer amenities such as WiFi, flat-screen TV, work desks, laptop safes, and tea/coffee making facilities. ",feels_contemporary | has_coffee_in_rooms | has_desk_in_rooms | has_wi_fi_free | feels_modern | has_safe_in_room
Best Western Plus Anaheim Inn,"1630 S Harbor Blvd, Anaheim, CA 92802, USA","This relaxed hotel located off I-5 is an 11-minute walk from Disneyland and 8 miles from Knott's Berry Farm. The basic rooms feature free Wi-Fi, flat-screen TVs with premium cable channels and work desks. They also come with microwaves, minifridges and coffeemakers.","Located off i5, Best Western Plus is an 11 minute walk from Disneyland, and includes Wi-Fi, cable TV, microwaves, refrigerators and more.",feels_casual | feels_relaxing | is_hotel_type
Best Western Plus Anaheim Inn,"1630 S Harbor Blvd, Anaheim, CA 92802, USA","The basic rooms feature free Wi-Fi, flat-screen TVs with premium cable channels and work desks. ",The rooms are simple. There's free Wi-Fi and flat screen TVs with premium cable. They also have desks in case you need to get some work done.,has_wi_fi_free | feels_upscale | swanky_lodging | has_desk_in_rooms | is_straightforward
Best Western Plus Anaheim Inn,"1630 S Harbor Blvd, Anaheim, CA 92802, USA",: This relaxed hotel located off I-5 is an 11-minute walk from Disneyland and 8 miles from Knott's Berry Farm.,"This is a casual, basic hotel located in close proximity to both Disneyland and Knott's Berry Farm.",None
Best Western Plus Arena Hotel,"1324 Atlantic Ave, Brooklyn, NY 11216, United States","There's a 24/7 fitness center and a business center, as well as an airport shuttle service. ","The hotel has a business center, 24hr gym, and a shuttle for the airport.",has_fitness_center | has_business_center | has_airport_shuttle
