Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Answer.response
Camelot Inn & Suites in Anaheim,"1520 South Harbor Boulevard, Anaheim, CA 92802, USA",feels_traditional,has_onsite_laundry,has_hot_tub,welcomes_families,is_straightforward,suitable_for_families,The Camelot Inn & Suites in Anaheim is an older property that's more traditional. It's great for families because it's sort of no nonsense yet still fun. there are hot tubs and there's a laundry on site that's great if you're traveling with a lot of people. It would definitely be a good choice for an affordable and fun family holiday type thing.
Capital Hilton,"1001 16th St NW, Washington, DC 20036, USA",feels_contemporary,feels_upscale,feels_casual,has_bar_onsite,feels_elegant,has_business_center,"The Capital Hilton is right in the heart of the city. It carries that swanky modern but laid back feel but don't get me wrong it's still pretty elegant. They have things like an onsite bar and business center which are really great to have when you come ""home"" if you know what I mean, at the end of the day."
Capital Hilton,"1001 16th St NW, Washington, DC 20036, USA",feels_contemporary,feels_upscale,feels_casual,has_bar_onsite,feels_elegant,has_business_center,"A good selection is the Capital Hilton located in historic Washington D.C. When you aren't taking in the sights in the city, enjoy the upscale bar or use the business center which are both available to guests."
Capital Hilton,"1001 16th St NW, Washington, DC 20036, USA",feels_contemporary,feels_upscale,feels_casual,has_bar_onsite,feels_elegant,has_business_center,"If you need to stay in DC, I bet you would like the Capital Hilton. You'll be able to relax in its elegantly casual environment, while impressing your colleagues or clients with the upscale, contemporary decor. The business center onsite means you don't need to run to an OfficeMax to fax or copy anything, and the onsite bar is there for when you want to unwind."
Caribe Royale Orlando,"8101 World Center Dr, Orlando, FL 32821, USA",feels_upscale,has_spa,has_meeting_rooms,has_restaurant,has_onsite_laundry,swanky_lodging,"A nice choice would be the swanky lodging of Caribe Royale Orlando. It's an upscale hotel with meeting rooms, a spa, a restaurant, and onsite laundry facilities."
Caribe Royale Orlando,"8101 World Center Dr, Orlando, FL 32821, USA",feels_upscale,has_spa,has_meeting_rooms,has_restaurant,has_onsite_laundry,swanky_lodging,"Here's a good choice, the Caribe Royale Orlando located at 8101 World Center Dr. in Orlando. This hotel has a very upscale feel to it with a spa, restaurant, onsite laundry, and meeting rooms available to you."
Caribe Royale Orlando,"8101 World Center Dr, Orlando, FL 32821, USA",feels_upscale,has_spa,has_meeting_rooms,has_restaurant,has_onsite_laundry,swanky_lodging,"A really nice choice would be the Caribe Royale Orlando. It feels very upscale and the rooms are incredibly swanky! It even has a very classy restaurant, meeting rooms, and a spa!"
Chicago Athletic Association,"12 S Michigan Ave, Chicago, IL 60603, USA",feels_chic,has_bar_onsite,has_game_room,has_meeting_rooms,has_restaurant,has_onsite_cafe,"An interesting choice is the Chicago Athletic Association. A game room is available and sets this apart from most other hotels. There is a restaurant, onsite bar, and onsite cafe for the food and drink lover. Meeting rooms are also available for those who wish to use them."
Chicago Athletic Association,"12 S Michigan Ave, Chicago, IL 60603, USA",feels_chic,has_bar_onsite,has_game_room,has_meeting_rooms,has_restaurant,has_onsite_cafe,"A chic hotel Chicago Athletic Association has an onsite cafe, restaurant and a bar. It also boasts a game room and several meeting rooms."
Chicago Athletic Association,"12 S Michigan Ave, Chicago, IL 60603, USA",feels_chic,has_bar_onsite,has_game_room,has_meeting_rooms,has_restaurant,has_onsite_cafe,The Chicago Athletic Association is a very historic yet chic accommodation which includes a fabulous open-air restaurant and bar overlooking Millennium Park. The Art Institute of Chicago and Lake Michigan are just two of the great attractions in the Chicago loop or you can stay on-site and partake in the game room.
citizenM New York Times Square hotel,"218 West 50th Street, New York, NY 10019, United States",feels_contemporary,feels_hip,has_bar_onsite,feels_modern,has_library_or_reading_room,has_fitness_center,"The citizenM New York Times Square hotel would be a good choice if you like modern and enjoy reading. It has a library that you can use. It also has a fitness center, if you like to exercise."
citizenM New York Times Square hotel,"218 West 50th Street, New York, NY 10019, United States",feels_contemporary,feels_hip,has_bar_onsite,feels_modern,has_library_or_reading_room,has_fitness_center,"A good option is the CitizenM New York Times Square Hotel. When you are not out enjoying the sights of Times Square, make sure to enjoy the modern onsite bar at the hotel. There is also a library and fitness center available to guests."
citizenM New York Times Square hotel,"218 West 50th Street, New York, NY 10019, United States",feels_contemporary,feels_hip,has_bar_onsite,feels_modern,has_library_or_reading_room,has_fitness_center,"A good choice is the citizenM, a Times Square Hotel. It's modern, with a bar onsite, a fitness center, and a nice reading room."
"Club Quarters Hotel, Philadelphia","1628 Chestnut Street, Philadelphia, PA 19103, USA",feels_contemporary,feels_modern,has_fitness_room,has_restaurant,has_wi_fi_free,is_straightforward,"The Club Quarters Hotel offers visitors a modern and contemporary feel while providing such practical amenities as free wifi, straight forward service and round the clock fitness facilities."
"Club Quarters Hotel, Philadelphia","1628 Chestnut Street, Philadelphia, PA 19103, USA",feels_contemporary,feels_modern,has_fitness_room,has_restaurant,has_wi_fi_free,is_straightforward,"One option is Club Quarters Hotel on Chesstnut Street. It is very contemporary and modern. They have a fitness room, restaurant and free wi-fi."
"Club Quarters Hotel, Philadelphia","1628 Chestnut Street, Philadelphia, PA 19103, USA",feels_contemporary,feels_modern,has_fitness_room,has_restaurant,has_wi_fi_free,is_straightforward,"I love Club Quarters Hotel in Philadelphia. Its rooms are very contemporary and modern in feel. Plus, it has a ton of extras like a fitness room, a restaurant, and free wi-fi."
"Club Quarters Hotel, Wacker at Michigan","75 East Wacker Drive, Chicago, IL 60601, United States",feels_modern,feels_casual,has_bar_onsite,feels_contemporary,feels_relaxing,has_event_space,"Club Quarters Hotel, Wacker at Michigan is a modern contemporary yet casual accommodation located in a historic part of Chicago with a fantastic riverfront view. You can access Grant Park, the Museum of Contemporary Art, and Willis Tower among many other things by walking."
"Club Quarters Hotel, Wacker at Michigan","75 East Wacker Drive, Chicago, IL 60601, United States",feels_modern,feels_casual,has_bar_onsite,feels_contemporary,feels_relaxing,has_event_space,I would recommend Club Quarters Hotel in Chicago. It's a modern and casual hotel with an event space and a bar onsite.
"Club Quarters Hotel, Wacker at Michigan","75 East Wacker Drive, Chicago, IL 60601, United States",feels_modern,feels_casual,has_bar_onsite,feels_contemporary,feels_relaxing,has_event_space,"You could try Club Quarters Hotel, Wacker at Michigan. It's more casual, yet modern and contemporary. It's a good choice for relaxing, as it has a designated space for events and also has a bar onsite."
CoCo Key Hotel and Water Resort - Orlando,"7400 International Dr, Orlando, FL 32819, USA",feels_casual,feels_lively,has_fitness_center,has_spa,has_resort_fees,has_restaurant,"A possible choice is the CoCo Key Hotel and Water Resort. The lively yet casual ambiance surrounds a restaurant, fitness center, and spa available to guests. Resort fees to apply and can be discussed with hotel staff."
CoCo Key Hotel and Water Resort - Orlando,"7400 International Dr, Orlando, FL 32819, USA",feels_casual,feels_lively,has_fitness_center,has_spa,has_resort_fees,has_restaurant,"I think the Coco Key Hotel and Water Resort in Orlando would be perfect for you. It has lots of great amenities including a fitness center, spa, and restaurant. It is perfect for families as it has a casual yet lively vibe.  The address for this hotel is 7400 International Dr, Orlando, FL 32819 and does have resort fees."
CoCo Key Hotel and Water Resort - Orlando,"7400 International Dr, Orlando, FL 32819, USA",feels_casual,feels_lively,has_fitness_center,has_spa,has_resort_fees,has_restaurant,"I absolutely love CoCo Key Hotel and Water Resort in Orlando! The hotel's very casual and laid back, but it always feels very lively there and there's always something to do! It also has an awesome fitness center, a luxury spa, and an amazing Asian fusion restaurant!"
Comfort Inn Downtown Nashville-Vanderbilt,"1501 Demonbreun St, Nashville, TN 37203, USA",feels_casual,feels_relaxing,has_business_center,has_free_breakfast,has_free_parking,has_roadside_lodging,"Comfort Inn Downtown Nashville-Vanderbilt is a very nice option that always feels very casual and relaxing to me. It offers free parking and roadside lodging. Plus, they give you free breakfast everyday and they even have a business center with computers, printers, and scanners."
Comfort Inn Downtown Nashville-Vanderbilt,"1501 Demonbreun St, Nashville, TN 37203, USA",feels_casual,feels_relaxing,has_business_center,has_free_breakfast,has_free_parking,has_roadside_lodging,"The Comfort Inn Downtown Nashville-Vanderbilt is a casual, roadside hotel. A free breakfast is included with your stay. Free parking is available at this relaxing hotel."
Comfort Inn Downtown Nashville-Vanderbilt,"1501 Demonbreun St, Nashville, TN 37203, USA",feels_casual,feels_relaxing,has_business_center,has_free_breakfast,has_free_parking,has_roadside_lodging,A good choice is the Comfort Inn Downtown Nashville-Vanderbilt. This casual facility offers the convenience of roadside lodging. There is a business center available to guests as well as free breakfast and free parking.
Cosmopolitan Hotel Tribeca,"95 West Broadway, New York, 10007, United States",feels_elegant,feels_chic,feels_cozy,has_fitness_center,has_restaurant,has_wi_fi_free,A good option is the Cosmopolitan Hotel Tribeca. This elegant and cozy hotel offers free wi-fi to guests along with a fitness center and restaurant.
Cosmopolitan Hotel Tribeca,"95 West Broadway, New York, 10007, United States",feels_elegant,feels_chic,feels_cozy,has_fitness_center,has_restaurant,has_wi_fi_free,Cosmopolitan Hotel Tribeca is a elegant chic yet cozy accommodation located in the epicenter of New York City. There are fantastic places for shopping and dinning and it is walking distance to place like the 9/11 memorial and Greenwich Village.
Cosmopolitan Hotel Tribeca,"95 West Broadway, New York, 10007, United States",feels_elegant,feels_chic,feels_cozy,has_fitness_center,has_restaurant,has_wi_fi_free,"The chic and elegant Cosmopolitan Hotel Tribeca is a cozy place to stay. The amenities include a restaurant, fitness center, and free wifi."
Courtyard Miami Downtown,"200 Southeast 2nd Avenue, Miami, FL 33131, USA",feels_upscale,has_business_center,feels_contemporary,feels_modern,has_meeting_rooms,has_restaurant,"A very nice choice is the Courtyard Miami Downtown. This upscale and modern facility offers guests a restaurant, meeting rooms, and a business center for those who wish to use them."
Courtyard Miami Downtown,"200 Southeast 2nd Avenue, Miami, FL 33131, USA",feels_upscale,has_business_center,feels_contemporary,feels_modern,has_meeting_rooms,has_restaurant,"A good choice would be Courtyard Miami Downtown. It's upscale and modern, with a business center, meeting rooms, and a restaurant."
Courtyard Miami Downtown,"200 Southeast 2nd Avenue, Miami, FL 33131, USA",feels_upscale,has_business_center,feels_contemporary,feels_modern,has_meeting_rooms,has_restaurant,I would recommend the Courtyard Miami Downtown. It's a contemporary building with amenities like meeting rooms and a business center. It's also located near quite a few upscale restaurants.
Courtyard Nashville Downtown,"170 4th Ave N, Nashville, TN 37219, USA",feels_contemporary,feels_modern,has_meeting_rooms,has_restaurant,has_wi_fi_free,is_historic,"Courtyard Nashville Downtown is a really great option. It feels very contemporary and modern even though it's in a very historic neighborhood. It has the most amazing restaurant, free wi-fi and a ton of meeting rooms if you're there on business."
