Phrase,Intent
Did they serve liquor and what kind of food do they serve?,AFFIRM
Did they serve liquor and what kind of food do they serve?,REQUEST
"Yes, please try to do that.",AFFIRM
"Thanks, I'm all set.",THANK_YOU
"Thanks, I'm all set.",GOODBYE
I want a restaurant in Hayward for the 11th.,INFORM
I want a reservation at Buon Appetito at 1:30 pm.,INFORM
"No, I want it on the 12th of this month at 13:00.",INFORM
"No, I want it on the 12th of this month at 13:00.",NEGATE
Thank you very much!,THANK_YOU
Can you get me dinner reservations for 6 in the evening?,INFORM
Kufu-ya restaurant in San Fran.,INFORM
"Yes, that will be perfect.",AFFIRM
I would like to make a reservation at a restaurant for the 1st of this month.,INFORM
"It will be in Burlingame. The restaurant I would like to make a reservation for is Steelhead, for one person.",INFORM
I would like it for 18:30.,INFORM
"Yes, all of those details are correct.",AFFIRM
Thank you very much. That is all I need for today.,THANK_YOU
Thank you very much. That is all I need for today.,GOODBYE
I'd like to reserve dinner at a restaurant in Santa Rosa,INFORM
"Yes, I'd love to go to La Vera. Can you book for 5 in the evening?",INFORM
Yes thank you,AFFIRM
"Can you tell me if they have live music, oh and also the address?",REQUEST
"Thanks so much, that's it for now.",THANK_YOU
"Thanks so much, that's it for now.",GOODBYE
Hi! I'm meeting a date today! Could you make a reservation at seven in the evening tonight?,INFORM
"Yes! The Old Siam, it's my favorite. Could you book it for 4 people please?",INFORM
It's in San Francisco.,INFORM
"Actually, could you make it for five people?",INFORM
"Actually, could you make it for five people?",NEGATE
That's perfect!,AFFIRM
Thank you so much!,THANK_YOU
Thank you so much!,GOODBYE
That's it! Thank you!,THANK_YOU
That's it! Thank you!,NEGATE
Make a reservation at the restaurant Navin.,INFORM
I want the one in San Francisco for 12:15 pm.,INFORM
"Yes, that's good. How pricey are they? Do they have live music?",AFFIRM
"Yes, that's good. How pricey are they? Do they have live music?",REQUEST
Thanks.,THANK_YOU
I need you to make reservations st Koh Samui & The Monkey for three please,INFORM
Make the reservation in San Francisco for 7 in the evening on Wednesday next week.,INFORM
"No, I forgot, my mother-in-law canceled, so I only need reservations for two and I need those at the Crouching TIger.",INFORM
"No, I forgot, my mother-in-law canceled, so I only need reservations for two and I need those at the Crouching TIger.",NEGATE
"Yes, exactly, I will need the address. Are they in the low priced category?",AFFIRM
"Yes, exactly, I will need the address. Are they in the low priced category?",REQUEST
"No, not at this moment. Thank you.",THANK_YOU
"No, not at this moment. Thank you.",NEGATE
I want to make a reservation at Broderick Roadhouse.,INFORM
I want the reservation in Walnut Creek for 1 person.,INFORM
I'd like it in the evening 5:30.,INFORM
"No, I changed my mind. I want to go to Egg Roll King in Daly City.",INFORM
"No, I changed my mind. I want to go to Egg Roll King in Daly City.",NEGATE
"Yes, that's right.",AFFIRM
What type of food can I eat there?,REQUEST
"Thanks, that's all I need today.",THANK_YOU
"Thanks, that's all I need today.",GOODBYE
I need to make a restaurant reservation.,INFORM
The restaurant is in Berkeley and it's called House of Curries. I would like a reservation for 1 person at quarter past 5 in the evening.,INFORM
"Sounds great, thank you.",AFFIRM
Please try to book it again at 13:15.,INFORM
That sounds good.,SELECT
That sounds good.,AFFIRM
I don't think so.,NEGATE
Not right now.,THANK_YOU
Not right now.,NEGATE
I'd like to make a dinner reservation.,INFORM
"Yes, can you book me a table at Bob's Steakhouse in San Francisco at 5:15 pm on the 8th?",INFORM
Yeps that's right. What's the price range?,AFFIRM
Yeps that's right. What's the price range?,REQUEST
Okay good to know.,THANK_YOU
Okay good to know.,GOODBYE
Can you help me make a restaurant reservation?,INFORM
Search for restaurants in Morgan Hill. The reservation is for a party of 2 and make it for half past 1 in the afternoon.,INFORM
Please make the reservation at Odeum.,INFORM
"No, actually I want the reservation at Celia's in SFO.",INFORM
"No, actually I want the reservation at Celia's in SFO.",NEGATE
"Yes that's perfect, thanks. What's their price range?",AFFIRM
"Yes that's perfect, thanks. What's their price range?",REQUEST
"Thank you, that's all I needed.",THANK_YOU
"Thank you, that's all I needed.",GOODBYE
I need to make a reservation for a date on the 2nd.,INFORM
I'm looking for a reservation to Amami in San Bruno.,INFORM
It should be around 5:30 in the evening.,INFORM
Scratch that. Make it the 8th of March.,INFORM
Scratch that. Make it the 8th of March.,NEGATE
Yeah. Do they serve Pizza and Pasta styles of food? Is the price range lavish?,AFFIRM
Yeah. Do they serve Pizza and Pasta styles of food? Is the price range lavish?,REQUEST
Thank you for all your help. That's all.,THANK_YOU
Thank you for all your help. That's all.,GOODBYE
Can you find me a reservation at a restaurant in San Jose?,INFORM
I would like a reservation in Flames Eatery at 19:00,INFORM
No.Its book for 1 person.,INFORM
No.Its book for 1 person.,NEGATE
"Yes, That's it.May I know the price ?",AFFIRM
"Yes, That's it.May I know the price ?",REQUEST
Thank you so much..That's all.,THANK_YOU
Thank you so much..That's all.,GOODBYE
I want a reservation for a restaurant.,INFORM
The restaurant is Jing-jing Szechwan in Palo Alto.,INFORM
I want it for 12:15 pm next Friday.,INFORM
Please make the reservation for 1 person.,INFORM
Please make the reservation for 1 person.,NEGATE
Correct. What is their phone number?,AFFIRM
Correct. What is their phone number?,REQUEST
"Sure, that's fine.",AFFIRM
I would like to make a reservation at a restaurant.,INFORM
"Yes, make the reservation for Broadway on March 12th at 12:30.",INFORM
The restaurant is located in Burlingame.,INFORM
"Yes, the information is correct. Is the restaurant very expensive? Do they have live music?",AFFIRM
"Yes, the information is correct. Is the restaurant very expensive? Do they have live music?",REQUEST
"Hello, I'd like to make a reservation at My No.1 Sushi for 1.",INFORM
Milpitas. In the morning 10:45.,INFORM
"Yes, please.",AFFIRM
"Yes, that's fine too.",AFFIRM
Do they Tacos there? What's the phone number?,REQUEST
Thanks for everything.,THANK_YOU
"No, thank you, that's all.",THANK_YOU
"No, thank you, that's all.",NEGATE
I want to reserve a restaurant in Walnut Creek,INFORM
Make it a eleven am at Kana for two people,INFORM
"Confirmed, what is the address?",AFFIRM
"Confirmed, what is the address?",REQUEST
Is there live music?,AFFIRM
Is there live music?,REQUEST
I'd like to make a reservation at China Villa.,INFORM
18:00 on the 4th of this month.,INFORM
"Actually, make the time 1 in the afternoon. The city is San Fran.",INFORM
No. The restaurant is now Wooden Charcoal Barbecue on March 9th.,INFORM
No. The restaurant is now Wooden Charcoal Barbecue on March 9th.,NEGATE
Yes.,AFFIRM
Thank you.,THANK_YOU
"No, that is all.",THANK_YOU
"No, that is all.",NEGATE
I would like to make a reservation for The View on the 2nd of this month.,INFORM
Do you have anything for quarter to 7 in the evening?,INFORM
That's great.,SELECT
That's great.,AFFIRM
"No, I am fine.",NEGATE
Can I make a reservation at this restaurant?,INFORM
I want it at six in the evening.,INFORM
I want a restaurant in SF. The restaurant I want to go to is called Khamsa.,INFORM
"Yes, that is excellent.",AFFIRM
I want to try booking another reservation. The restaurant is Mimi's.,INFORM
"Yes, that sounds good. Is this restaurant expensive or affordable?",AFFIRM
"Yes, that sounds good. Is this restaurant expensive or affordable?",REQUEST
I want to reserve a spot at a table tonight.,INFORM
Somewhere in Union City.,INFORM
I'm craving Mexico Lindo. I will be there at half past 1 in the afternoon.,INFORM
Actually I'll need a table for 4 at 1:45 pm.,INFORM
Actually I'll need a table for 4 at 1:45 pm.,NEGATE
Oh and can you make it The Van's in Belmont?,INFORM
Oh and can you make it The Van's in Belmont?,NEGATE
That's the one.,AFFIRM
Thanks!,THANK_YOU
"Nah, that will do for now.",THANK_YOU
"Nah, that will do for now.",NEGATE
I want a reservation at the Santa Rosa restaurant.,INFORM
Let's meet at 7 pm at the Jojo Restaurant.,INFORM
That is fine with .me. Do they serve liquor?,AFFIRM
That is fine with .me. Do they serve liquor?,REQUEST
"Thanks, but no.",THANK_YOU
"Thanks, but no.",NEGATE
I would like to set up a reservation at a restaurant please.,INFORM
I would like to make the reservation for four people. It will be in the morning 11:30. It will be in San Fran.,INFORM
"Sushi Hashiri, please.",INFORM
"No, make it for two people.",INFORM
"No, make it for two people.",NEGATE
No it does not. I would like to change the restaurant to El Amigo in Santa Clara.,INFORM
No it does not. I would like to change the restaurant to El Amigo in Santa Clara.,NEGATE
"Yes, this works great. Are the prices very expensive? Is there live music?",AFFIRM
"Yes, this works great. Are the prices very expensive? Is there live music?",REQUEST
"Okay, thanks!",THANK_YOU
"Okay, thanks!",GOODBYE
I would like to make a reservation.,INFORM
"Please, make it at quarter past 5 in the evening.",INFORM
"Please, make it at 7:15 pm. The restaurant is Hikari Sushi in San Fran.",INFORM
"No, it's for 1 person. I want to book it for March 12th.",INFORM
"No, it's for 1 person. I want to book it for March 12th.",NEGATE
"Yes, that's correct. Do they have live music, by the way?",AFFIRM
"Yes, that's correct. Do they have live music, by the way?",REQUEST
I want to make a reservation at Cassava restaurant.,INFORM
I would like a reservation for the SF restaurant for 6 people at eleven am.,INFORM
"It's for 5 people, not 6.",INFORM
"It's for 5 people, not 6.",NEGATE
Yes. That works for me.,AFFIRM
Evening 7:15 at Mcdonald's.,INFORM
Hayward.,INFORM
Great.,SELECT
Great.,AFFIRM
"No, that's all for now.",THANK_YOU
"No, that's all for now.",NEGATE
I want to make a reservation at a restuarant,INFORM
I want it in SF on the 2nd of this month at half past 11 in the morning. The restaurant I want is Pampalasa,INFORM
Make it at 5:30 pm for 1 instead.,INFORM
Make it at 5:30 pm for 1 instead.,NEGATE
Actually I want it in Healdsburg at a place called Willi's,INFORM
Actually I want it in Healdsburg at a place called Willi's,NEGATE
Yes that's good. What's their number?,AFFIRM
Yes that's good. What's their number?,REQUEST
Thanks so much,THANK_YOU
"No, that's all thanks",THANK_YOU
"No, that's all thanks",NEGATE
I want to go to a restaurant on March 2nd. Can you make a reservation?,INFORM
A reservation for two at All Spice in San Mateo at afternoon 1:30,INFORM
Yes. Can you get me a number to contact them?,AFFIRM
Yes. Can you get me a number to contact them?,REQUEST
That is enough. Thanks a million.,THANK_YOU
That is enough. Thanks a million.,GOODBYE
I would like to make a reservation at a restaurant in Half Moon Bay.,INFORM
I would like a reservation for two people at Shiki at one in the afternoon.,INFORM
"Yes, that sounds great.",AFFIRM
Does this restaurant serve Tacos?,REQUEST
How expensive is this restaurant?,REQUEST
Thank you for all your help. That is everything.,THANK_YOU
Thank you for all your help. That is everything.,GOODBYE
"My old college roommates are visiting me soon, and I would like to make a reservation at an upscale restaurant to impress them. Do you know of any such places nearby?",INFORM
"I am having a get together on the 14th in Livermore, most likely at around a quarter past 1 in the afternoon.",INFORM
I would like to go to Walia in San Jose.,INFORM
"No, can you please change the reservation to 7:30 pm.",INFORM
"No, can you please change the reservation to 7:30 pm.",NEGATE
Thats perfect.,AFFIRM
What number do I contact to make a reservation?,REQUEST
I think I am all set. Thank you!,THANK_YOU
I think I am all set. Thank you!,GOODBYE
I'd like to make a reservation at a restaurant please.,INFORM
I would like the reservation to be made at the Parkside restaurant and I will need the reservation to be the 7th of this month please.,INFORM
please make the reservation for 1:30 in the afternoon in Portola Valley.,INFORM
Yes that's right. What is the phone number for the restaurant and what is their price range?,AFFIRM
Yes that's right. What is the phone number for the restaurant and what is their price range?,REQUEST
Thank you. I don't need anything else.,THANK_YOU
